payment_id,case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,welfare_type,assistance_reason,request_date,approval_date,payment_date,approved_amount,paid_amount,payment_method,payment_status,payment_round,fund_source,province,district,agency,request_year,request_month,request_ym,approval_year,approval_month,approval_ym,payment_year,payment_month,payment_ym,days_to_approval,days_to_payment,approval_to_payment_days,age_at_request,age_group,payment_pct,unpaid_amount,region,province_en,province_id
PAY00427,SOC00427,6747467430119,ภาคิน,ศรีประภา,ชาย,1953-06-17,คนพิการ,เงินสงเคราะห์คนพิการ,ขาดผู้ดูแลและรายได้,2024-06-19,2024-06-25,2024-06-30,10000,4500,พร้อมเพย์,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,เชียงใหม่,สันทราย,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,6,2024-06,2024,6,2024-06,2024,6,2024-06,6,11,5,71,ผู้สูงอายุ (60+),45.0,5500,ภาคเหนือ,Chiang Mai,39
PAY00428,SOC00209,7996579409231,กฤษฎา,วัฒนกุล,ชาย,1975-04-28,คนพิการ,เงินสงเคราะห์คนพิการ,มีค่าใช้จ่ายด้านสุขภาพ,2025-03-30,2025-04-03,2025-04-12,3500,500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,เงินสำรองเพื่อกรณีฉุกเฉิน,พิษณุโลก,ศรีพัฒนา,บ้านพักเด็กและครอบครัว,2025,3,2025-03,2025,4,2025-04,2025,4,2025-04,4,13,9,49,วัยแรงงานตอนกลาง (36-59),14.29,3000,ภาคกลาง,Phitsanulok,53
PAY00429,SOC00174,2028627553510,เบญจพร,ศรีประภา,ชาย,1954-12-08,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2024-01-21,2024-01-31,2024-02-10,4000,4000,พร้อมเพย์,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,อุบลราชธานี,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2024,1,2024-01,2024,1,2024-01,2024,2,2024-02,10,20,10,69,ผู้สูงอายุ (60+),100.0,0,ภาคตะวันออกเฉียงเหนือ,Ubon Ratchathani,23
PAY00430,SOC00371,5782467502958,กาญจนา,ธรรมวงศ์,หญิง,1990-02-27,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2026-08-24,2026-08-24,2026-08-24,6000,1000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ชลบุรี,ศรีราชา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2026,8,2026-08,2026,8,2026-08,2026,8,2026-08,0,0,0,36,วัยแรงงานตอนกลาง (36-59),16.67,5000,ภาคตะวันออก,Chon Buri,11
PAY00431,SOC00045,5076148346258,สิทธิโชค,ปัญญาดี,ชาย,1951-12-09,ผู้สูงอายุ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ที่อยู่อาศัยไม่เหมาะสม,2024-03-17,2024-03-27,2024-04-05,6000,6000,พร้อมเพย์,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ฉะเชิงเทรา,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2024,3,2024-03,2024,3,2024-03,2024,4,2024-04,10,19,9,72,ผู้สูงอายุ (60+),100.0,0,ภาคตะวันออก,Chachoengsao,15
PAY00432,SOC00482,6747467430119,ภาคิน,ศรีประภา,ชาย,1953-06-17,คนพิการ,เงินสงเคราะห์คนพิการ,ขาดผู้ดูแลและรายได้,2024-04-30,2024-05-02,2024-05-04,4000,1500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,งบประมาณรายจ่ายประจำปี,อุตรดิตถ์,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,4,2024-04,2024,5,2024-05,2024,5,2024-05,2,4,2,70,ผู้สูงอายุ (60+),37.5,2500,ภาคเหนือ,Uttaradit,42
PAY00433,SOC00419,2815398330313,ภาคิน,เพิ่มพูน,ชาย,1995-03-25,คนพิการ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2026-03-24,2026-03-29,2026-04-01,2500,500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สมุทรปราการ,คลองใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2026,3,2026-03,2026,3,2026-03,2026,4,2026-04,5,8,3,30,วัยแรงงานตอนต้น (18-35),20.0,2000,ภาคกลาง,Samut Prakan,2
PAY00434,SOC00417,6058464981804,สิทธิโชค,ศรีสุข,ชาย,1983-09-26,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ขาดผู้ดูแลและรายได้,2022-02-10,2022-02-16,2022-02-25,5000,1000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,นราธิวาส,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2022,2,2022-02,2022,2,2022-02,2022,2,2022-02,6,15,9,38,วัยแรงงานตอนกลาง (36-59),20.0,4000,ภาคใต้,Narathiwat,77
PAY00435,SOC00334,1955805695341,ชไมพร,สุนทรวงศ์,หญิง,1998-05-14,คนไร้ที่พึ่ง,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2025-05-19,2025-05-31,2025-06-02,2500,500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,จันทบุรี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2025,5,2025-05,2025,5,2025-05,2025,6,2025-06,12,14,2,27,วัยแรงงานตอนต้น (18-35),20.0,2000,ภาคตะวันออก,Chanthaburi,13
PAY00436,SOC00398,5150776389513,สิริกานต์,ศรีสง่า,หญิง,1982-10-12,คนพิการ,เงินสงเคราะห์คนพิการ,ว่างงานหรือรายได้ลดลง,2024-01-26,2024-01-28,2024-01-31,3000,3000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,ลำพูน,ทุ่งสุข,บ้านพักเด็กและครอบครัว,2024,1,2024-01,2024,1,2024-01,2024,1,2024-01,2,5,3,41,วัยแรงงานตอนกลาง (36-59),100.0,0,ภาคเหนือ,Lamphun,40
PAY00437,SOC00293,6780686362783,บุษบา,วัฒนชัย,หญิง,2016-10-29,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2025-01-19,2025-01-23,2025-02-02,6000,6000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,สกลนคร,คลองใหม่,บ้านพักเด็กและครอบครัว,2025,1,2025-01,2025,1,2025-01,2025,2,2025-02,4,14,10,8,เด็กและเยาวชน (<18),100.0,0,ภาคตะวันออกเฉียงเหนือ,Sakon Nakhon,36
PAY00438,SOC00096,3460345240830,พงศกร,สุนทรวงศ์,ชาย,1995-08-03,สตรีและครอบครัว,เงินสงเคราะห์เด็กในครอบครัวยากจน,ครอบครัวประสบเหตุฉุกเฉิน,2025-02-11,2025-02-16,2025-02-23,5000,5000,พร้อมเพย์,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นนทบุรี,บางใหญ่,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2025,2,2025-02,2025,2,2025-02,2025,2,2025-02,5,12,7,29,วัยแรงงานตอนต้น (18-35),100.0,0,ภาคกลาง,Nonthaburi,3
PAY00439,SOC00149,6631677191388,รุจิรา,สุทธิวงศ์,ชาย,1994-11-09,คนไร้ที่พึ่ง,เงินช่วยเหลือด้านที่อยู่อาศัย,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2026-03-15,2026-03-17,2026-03-22,15500,11000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,จันทบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,3,2026-03,2026,3,2026-03,2026,3,2026-03,2,7,5,31,วัยแรงงานตอนต้น (18-35),70.97,4500,ภาคตะวันออก,Chanthaburi,13
PAY00440,SOC00419,2815398330313,ภาคิน,เพิ่มพูน,ชาย,1995-03-25,คนพิการ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2026-03-23,2026-03-27,2026-04-04,2500,1500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สมุทรปราการ,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,3,2026-03,2026,3,2026-03,2026,4,2026-04,4,12,8,30,วัยแรงงานตอนต้น (18-35),60.0,1000,ภาคกลาง,Samut Prakan,2
PAY00441,SOC00282,8663551263876,เกศรินทร์,เพชรรัตน์,ชาย,1964-07-16,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2022-04-02,2022-04-14,2022-04-15,5500,500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สระบุรี,บ้านใหม่,บ้านพักเด็กและครอบครัว,2022,4,2022-04,2022,4,2022-04,2022,4,2022-04,12,13,1,57,วัยแรงงานตอนกลาง (36-59),9.09,5000,ภาคกลาง,Saraburi,10
PAY00442,SOC00392,6981481048466,นรินทร์,วิริยะกุล,ชาย,2024-06-08,เด็กและเยาวชน,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2026-06-27,2026-07-01,2026-07-04,5500,500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นครสวรรค์,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2026,6,2026-06,2026,7,2026-07,2026,7,2026-07,4,7,3,2,เด็กและเยาวชน (<18),9.09,5000,ภาคกลาง,Nakhon Sawan,48
PAY00443,SOC00407,7569632092212,อริสรา,โชคชัย,ชาย,1963-02-16,ผู้สูงอายุ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2023-09-06,2023-09-15,2023-09-23,7000,1000,พร้อมเพย์,จ่ายบางส่วน,1,งบประมาณรายจ่ายประจำปี,พิษณุโลก,ทุ่งสุข,บ้านพักเด็กและครอบครัว,2023,9,2023-09,2023,9,2023-09,2023,9,2023-09,9,17,8,60,ผู้สูงอายุ (60+),14.29,6000,ภาคกลาง,Phitsanulok,53
PAY00444,SOC00349,7141714885654,สิริกานต์,จันทร์หอม,ชาย,1982-06-12,คนพิการ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2025-11-06,2025-11-17,2025-11-27,10000,10000,พร้อมเพย์,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,สุพรรณบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2025,11,2025-11,2025,11,2025-11,2025,11,2025-11,11,21,10,43,วัยแรงงานตอนกลาง (36-59),100.0,0,ภาคกลาง,Suphan Buri,58
PAY00445,SOC00254,4703764944885,วาสนา,แสงทอง,ชาย,2004-02-02,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ครอบครัวประสบเหตุฉุกเฉิน,2026-02-08,2026-02-14,2026-02-19,5500,3000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,ฉะเชิงเทรา,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,2,2026-02,2026,2,2026-02,2026,2,2026-02,6,11,5,22,วัยแรงงานตอนต้น (18-35),54.55,2500,ภาคตะวันออก,Chachoengsao,15
PAY00446,SOC00309,5045662977004,กาญจนา,มงคลชัย,ชาย,2006-05-12,ผู้มีรายได้น้อย,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ขาดผู้ดูแลและรายได้,2025-12-15,2025-12-23,2025-12-23,3500,2000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,3,งบดำเนินงานของหน่วยงาน,กรุงเทพมหานคร,บางกะปิ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2025,12,2025-12,2025,12,2025-12,2025,12,2025-12,8,8,0,19,วัยแรงงานตอนต้น (18-35),57.14,1500,ภาคกลาง,Bangkok,1
PAY00447,SOC00361,5396977354222,วรัญญา,คุ้มภัย,ชาย,1940-07-08,ผู้สูงอายุ,เงินสงเคราะห์คนพิการ,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-02-26,2024-02-27,2024-02-27,3000,3000,พร้อมเพย์,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,อุดรธานี,บ้านใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,2,2024-02,2024,2,2024-02,2024,2,2024-02,1,1,0,83,ผู้สูงอายุ (60+),100.0,0,ภาคตะวันออกเฉียงเหนือ,Udon Thani,30
PAY00448,SOC00191,4690478151303,สิทธิโชค,สมานมิตร,ชาย,1946-09-13,ผู้สูงอายุ,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2023-10-20,2023-10-24,2023-10-25,19500,1000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,งบประมาณรายจ่ายประจำปี,สระบุรี,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2023,10,2023-10,2023,10,2023-10,2023,10,2023-10,4,5,1,77,ผู้สูงอายุ (60+),5.13,18500,ภาคกลาง,Saraburi,10
PAY00449,SOC00137,7847287882876,วรเมธ,สุวรรณวงศ์,หญิง,1971-08-04,คนไร้ที่พึ่ง,เงินช่วยเหลือด้านที่อยู่อาศัย,ว่างงานหรือรายได้ลดลง,2024-10-12,2024-10-19,2024-10-22,3000,1000,พร้อมเพย์,รอจ่ายงวดถัดไป,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ลำปาง,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,10,2024-10,2024,10,2024-10,2024,10,2024-10,7,10,3,53,วัยแรงงานตอนกลาง (36-59),33.33,2000,ภาคเหนือ,Lampang,41
PAY00450,SOC00127,5668932373375,สุภาวดี,สุขเกษม,ชาย,2016-12-31,เด็กและเยาวชน,เงินช่วยเหลือด้านที่อยู่อาศัย,ว่างงานหรือรายได้ลดลง,2024-02-22,2024-02-26,2024-03-05,14000,14000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,สกลนคร,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2024,2,2024-02,2024,2,2024-02,2024,3,2024-03,4,12,8,7,เด็กและเยาวชน (<18),100.0,0,ภาคตะวันออกเฉียงเหนือ,Sakon Nakhon,36
PAY00451,SOC00137,7847287882876,วรเมธ,สุวรรณวงศ์,หญิง,1971-08-04,คนไร้ที่พึ่ง,เงินช่วยเหลือด้านที่อยู่อาศัย,ว่างงานหรือรายได้ลดลง,2024-10-14,2024-10-18,2024-10-23,3000,500,พร้อมเพย์,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ลำปาง,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2024,10,2024-10,2024,10,2024-10,2024,10,2024-10,4,9,5,53,วัยแรงงานตอนกลาง (36-59),16.67,2500,ภาคเหนือ,Lampang,41
PAY00452,SOC00107,2648215185615,ศิรินภา,เรืองฤทธิ์,หญิง,2024-02-24,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-07-22,2024-07-30,2024-08-09,2000,1000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,จันทบุรี,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2024,7,2024-07,2024,7,2024-07,2024,8,2024-08,8,18,10,0,เด็กและเยาวชน (<18),50.0,1000,ภาคตะวันออก,Chanthaburi,13
PAY00453,SOC00408,7193309946432,ณัฐพงษ์,ธรรมคุณ,ชาย,1982-04-23,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์คนพิการ,ครอบครัวประสบเหตุฉุกเฉิน,2025-07-03,2025-07-12,2025-07-21,9000,9000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,กาฬสินธุ์,คลองใหม่,บ้านพักเด็กและครอบครัว,2025,7,2025-07,2025,7,2025-07,2025,7,2025-07,9,18,9,43,วัยแรงงานตอนกลาง (36-59),100.0,0,ภาคตะวันออกเฉียงเหนือ,Kalasin,35
PAY00454,SOC00175,4399706834036,วายุ,เจริญสุข,ชาย,1943-01-05,ผู้สูงอายุ,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2023-03-03,2023-03-09,2023-03-11,7500,6500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สุราษฎร์ธานี,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2023,3,2023-03,2023,3,2023-03,2023,3,2023-03,6,8,2,80,ผู้สูงอายุ (60+),86.67,1000,ภาคใต้,Surat Thani,68
PAY00455,SOC00439,3053576212498,ธัญชนก,จันทร์หอม,ชาย,1956-06-25,ผู้มีรายได้น้อย,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2025-10-03,2025-10-13,2025-10-16,7000,5500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,เชียงใหม่,แม่ริม,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2025,10,2025-10,2025,10,2025-10,2025,10,2025-10,10,13,3,69,ผู้สูงอายุ (60+),78.57,1500,ภาคเหนือ,Chiang Mai,39
PAY00456,SOC00058,1119003715413,อัญชลี,พิทักษ์วงศ์,หญิง,1960-02-02,ผู้สูงอายุ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2022-05-21,2022-05-30,2022-05-31,10000,2000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,ร้อยเอ็ด,ทุ่งสุข,บ้านพักเด็กและครอบครัว,2022,5,2022-05,2022,5,2022-05,2022,5,2022-05,9,10,1,62,ผู้สูงอายุ (60+),20.0,8000,ภาคตะวันออกเฉียงเหนือ,Roi Et,34
PAY00457,SOC00118,6891795333954,เกศรินทร์,เรืองฤทธิ์,ชาย,1984-05-07,ผู้มีรายได้น้อย,เงินช่วยเหลือด้านที่อยู่อาศัย,ที่อยู่อาศัยไม่เหมาะสม,2026-03-19,2026-03-29,2026-04-08,17000,500,พร้อมเพย์,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ปทุมธานี,ธัญบุรี,บ้านพักเด็กและครอบครัว,2026,3,2026-03,2026,3,2026-03,2026,4,2026-04,10,20,10,41,วัยแรงงานตอนกลาง (36-59),2.94,16500,ภาคกลาง,Pathum Thani,4
PAY00458,SOC00432,7299832843044,เอกภพ,เข็มทอง,ชาย,2012-10-04,เด็กและเยาวชน,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,มีค่าใช้จ่ายด้านสุขภาพ,2024-06-03,2024-06-12,2024-06-20,4500,2500,พร้อมเพย์,จ่ายครบแล้ว,3,งบประมาณรายจ่ายประจำปี,สกลนคร,เมือง,บ้านพักเด็กและครอบครัว,2024,6,2024-06,2024,6,2024-06,2024,6,2024-06,9,17,8,11,เด็กและเยาวชน (<18),55.56,2000,ภาคตะวันออกเฉียงเหนือ,Sakon Nakhon,36
PAY00459,SOC00290,2125938423592,ปกรณ์,มิตรดี,หญิง,1971-07-18,สตรีและครอบครัว,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ขาดผู้ดูแลและรายได้,2025-09-10,2025-09-20,2025-09-25,8000,1000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,สระแก้ว,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2025,9,2025-09,2025,9,2025-09,2025,9,2025-09,10,15,5,54,วัยแรงงานตอนกลาง (36-59),12.5,7000,ภาคตะวันออก,Sa Kaeo,18
PAY00460,SOC00175,4399706834036,วายุ,เจริญสุข,ชาย,1943-01-05,ผู้สูงอายุ,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2023-03-01,2023-03-11,2023-03-21,7500,1000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สุราษฎร์ธานี,หนองกลาง,บ้านพักเด็กและครอบครัว,2023,3,2023-03,2023,3,2023-03,2023,3,2023-03,10,20,10,80,ผู้สูงอายุ (60+),13.33,6500,ภาคใต้,Surat Thani,68
PAY00461,SOC00322,5944550586756,วรเมธ,มั่นคง,หญิง,1986-01-07,สตรีและครอบครัว,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ประสบปัญหาค่าครองชีพ,2022-02-15,2022-02-23,2022-03-05,4500,1000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,น่าน,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2022,2,2022-02,2022,2,2022-02,2022,3,2022-03,8,18,10,36,วัยแรงงานตอนกลาง (36-59),22.22,3500,ภาคเหนือ,Nan,44
PAY00462,SOC00392,6981481048466,นรินทร์,วิริยะกุล,ชาย,2024-06-08,เด็กและเยาวชน,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2026-06-27,2026-06-30,2026-07-06,5500,1000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นครสวรรค์,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2026,6,2026-06,2026,6,2026-06,2026,7,2026-07,3,9,6,2,เด็กและเยาวชน (<18),18.18,4500,ภาคกลาง,Nakhon Sawan,48
PAY00463,SOC00447,3636405672556,พชร,แสงจันทร์,ชาย,2021-08-13,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ที่อยู่อาศัยไม่เหมาะสม,2023-08-07,2023-08-11,2023-08-14,7000,3000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,ตรัง,เมือง,บ้านพักเด็กและครอบครัว,2023,8,2023-08,2023,8,2023-08,2023,8,2023-08,4,7,3,1,เด็กและเยาวชน (<18),42.86,4000,ภาคใต้,Trang,73
PAY00464,SOC00499,1864211334809,สุวิมล,ศรีนวล,หญิง,1939-07-02,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีค่าใช้จ่ายด้านสุขภาพ,2026-08-22,2026-08-24,2026-08-24,8000,1500,พร้อมเพย์,จ่ายครบแล้ว,3,งบดำเนินงานของหน่วยงาน,พระนครศรีอยุธยา,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,8,2026-08,2026,8,2026-08,2026,8,2026-08,2,2,0,87,ผู้สูงอายุ (60+),18.75,6500,ภาคกลาง,Phra Nakhon Si Ayutthaya,5
PAY00465,SOC00285,7076286750735,กาญจนา,รัตนกุล,ชาย,1972-05-14,ผู้มีรายได้น้อย,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2026-08-21,2026-08-24,2026-08-24,9000,9000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ปทุมธานี,เมืองปทุมธานี,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2026,8,2026-08,2026,8,2026-08,2026,8,2026-08,3,3,0,54,วัยแรงงานตอนกลาง (36-59),100.0,0,ภาคกลาง,Pathum Thani,4
PAY00466,SOC00299,6942314063865,มนัสวี,อุดมศักดิ์,ชาย,1963-12-17,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ครอบครัวประสบเหตุฉุกเฉิน,2023-05-11,2023-05-13,2023-05-21,3500,500,พร้อมเพย์,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,นครศรีธรรมราช,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2023,5,2023-05,2023,5,2023-05,2023,5,2023-05,2,10,8,59,วัยแรงงานตอนกลาง (36-59),14.29,3000,ภาคใต้,Nakhon Si Thammarat,64
PAY00467,SOC00434,1314132430524,วรรณวิสา,สืบสาย,ชาย,1992-08-10,ผู้มีรายได้น้อย,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ว่างงานหรือรายได้ลดลง,2024-02-13,2024-02-19,2024-02-22,5500,5500,พร้อมเพย์,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ปทุมธานี,ลำลูกกา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2024,2,2024-02,2024,2,2024-02,2024,2,2024-02,6,9,3,31,วัยแรงงานตอนต้น (18-35),100.0,0,ภาคกลาง,Pathum Thani,4
