payment_id,case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,welfare_type,assistance_reason,request_date,approval_date,payment_date,approved_amount,paid_amount,payment_method,payment_status,payment_round,fund_source,province,district,agency
PAY00361,SOC00190,2110407965764,ลลิตา,ศรีนวล,ชาย,2012-12-23,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ที่อยู่อาศัยไม่เหมาะสม,2023-04-06,2023-04-12,2023-04-13,2500,2000,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,กระบี่,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00362,SOC00102,4912356015731,ธีรวัฒน์,นาคทอง,ชาย,1969-02-14,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดผู้ดูแลและรายได้,2023-06-16,2023-06-25,2023-06-29,6000,2500,พร้อมเพย์,รอจ่ายงวดถัดไป,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,กรุงเทพมหานคร,บางเขน,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00363,SOC00385,3063114888172,ปวีณา,มีทรัพย์,ชาย,1983-11-28,สตรีและครอบครัว,เงินช่วยเหลือด้านที่อยู่อาศัย,ว่างงานหรือรายได้ลดลง,2025-09-04,2025-09-14,2025-09-21,13500,13500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,พัทลุง,บ้านใหม่,บ้านพักเด็กและครอบครัว
PAY00364,SOC00282,8663551263876,เกศรินทร์,เพชรรัตน์,ชาย,1964-07-16,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2022-03-31,2022-04-04,2022-04-07,5500,3500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สระบุรี,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00365,SOC00322,5944550586756,วรเมธ,มั่นคง,หญิง,1986-01-07,สตรีและครอบครัว,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ประสบปัญหาค่าครองชีพ,2022-02-14,2022-02-26,2022-03-08,4500,3500,พร้อมเพย์,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,น่าน,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00366,SOC00201,7104762217057,ปกรณ์,สวัสดี,ชาย,2023-10-31,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ที่อยู่อาศัยไม่เหมาะสม,2026-04-03,2026-04-09,2026-04-12,10000,500,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,2,งบดำเนินงานของหน่วยงาน,ร้อยเอ็ด,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00367,SOC00264,3892952290471,พีรพัฒน์,บุญธรรม,หญิง,1977-03-13,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ครอบครัวประสบเหตุฉุกเฉิน,2022-11-24,2022-12-01,2022-12-05,5000,5000,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,สมุทรปราการ,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00368,SOC00220,8112974341114,อริสรา,นิ่มนวล,ชาย,1994-03-16,คนพิการ,เงินช่วยเหลือด้านที่อยู่อาศัย,ประสบปัญหาค่าครองชีพ,2026-03-02,2026-03-08,2026-03-18,11500,11500,พร้อมเพย์,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,จันทบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00369,SOC00255,8147042507422,นภัสสร,ธรรมคุณ,ชาย,2006-10-12,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์คนพิการ,ขาดผู้ดูแลและรายได้,2024-02-14,2024-02-15,2024-02-22,8000,3500,พร้อมเพย์,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,ราชบุรี,ทุ่งสุข,บ้านพักเด็กและครอบครัว
PAY00370,SOC00254,4703764944885,วาสนา,แสงทอง,ชาย,2004-02-02,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ครอบครัวประสบเหตุฉุกเฉิน,2026-02-10,2026-02-20,2026-02-21,5500,2500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,ฉะเชิงเทรา,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00371,SOC00126,7796041239748,นิตยา,ประเสริฐศรี,หญิง,2000-05-29,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์เด็กในครอบครัวยากจน,ว่างงานหรือรายได้ลดลง,2026-07-03,2026-07-08,2026-07-12,9000,1500,พร้อมเพย์,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,จันทบุรี,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00372,SOC00099,6175018023820,กาญจนา,อ่อนละมุน,หญิง,1954-02-05,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ครอบครัวประสบเหตุฉุกเฉิน,2025-01-21,2025-01-26,2025-01-30,6000,3000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,พิษณุโลก,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00373,SOC00109,7193309946432,ณัฐพงษ์,ธรรมคุณ,ชาย,1982-04-23,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2023-09-13,2023-09-21,2023-09-29,7500,1000,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,อุตรดิตถ์,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00374,SOC00049,7232545485018,ศุภชัย,จิตมั่น,ชาย,1982-04-11,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ขาดผู้ดูแลและรายได้,2022-03-24,2022-03-28,2022-03-29,8000,2500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ลพบุรี,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00375,SOC00028,3402808904127,วรเมธ,บุญส่ง,ชาย,1970-12-12,สตรีและครอบครัว,เงินช่วยเหลือด้านที่อยู่อาศัย,ประสบปัญหาค่าครองชีพ,2024-12-25,2024-12-28,2024-12-30,7000,1000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สมุทรสาคร,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00376,SOC00383,6822597867864,พัชราภา,วัฒนชัย,ชาย,1975-05-20,สตรีและครอบครัว,เงินช่วยเหลือด้านที่อยู่อาศัย,ว่างงานหรือรายได้ลดลง,2026-02-20,2026-03-01,2026-03-02,15000,12000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,พิจิตร,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00377,SOC00406,3204662753417,ชไมพร,วงศ์คำ,ชาย,1942-10-08,ผู้สูงอายุ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ที่อยู่อาศัยไม่เหมาะสม,2025-09-11,2025-09-23,2025-09-30,7500,7500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,สุรินทร์,บ้านใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00378,SOC00049,7232545485018,ศุภชัย,จิตมั่น,ชาย,1982-04-11,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ขาดผู้ดูแลและรายได้,2022-03-22,2022-03-26,2022-04-02,8000,5500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,ลพบุรี,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00379,SOC00323,3411108989471,วราภรณ์,พรมศรี,หญิง,2011-10-06,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2025-12-12,2025-12-24,2025-12-26,6000,3000,พร้อมเพย์,จ่ายครบแล้ว,3,งบประมาณรายจ่ายประจำปี,อุบลราชธานี,คลองใหม่,บ้านพักเด็กและครอบครัว
PAY00380,SOC00499,1864211334809,สุวิมล,ศรีนวล,หญิง,1939-07-02,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีค่าใช้จ่ายด้านสุขภาพ,2026-08-24,2026-08-24,2026-08-24,8000,4000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,2,งบดำเนินงานของหน่วยงาน,พระนครศรีอยุธยา,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00381,SOC00145,1153238619508,จิราภรณ์,ศรีนวล,หญิง,2010-11-23,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ว่างงานหรือรายได้ลดลง,2023-09-29,2023-10-05,2023-10-13,10000,10000,พร้อมเพย์,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,สงขลา,หาดใหญ่,บ้านพักเด็กและครอบครัว
PAY00382,SOC00380,6262808476946,วรรณวิสา,อ่อนละมุน,ชาย,1991-02-03,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2026-06-16,2026-06-21,2026-06-28,3000,2000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,สุราษฎร์ธานี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00383,SOC00050,4130455906299,รุจิรา,วัฒนกุล,ชาย,1970-12-07,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,ว่างงานหรือรายได้ลดลง,2022-06-03,2022-06-04,2022-06-07,6000,4500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,นครปฐม,ทุ่งสุข,บ้านพักเด็กและครอบครัว
PAY00384,SOC00334,1955805695341,ชไมพร,สุนทรวงศ์,หญิง,1998-05-14,คนไร้ที่พึ่ง,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2025-05-17,2025-05-23,2025-06-02,2500,500,พร้อมเพย์,จ่ายบางส่วน,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,จันทบุรี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00385,SOC00435,7622134403618,จุฑามาศ,คงมั่น,ชาย,2015-06-21,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ครอบครัวประสบเหตุฉุกเฉิน,2026-08-21,2026-08-24,2026-08-24,4000,2000,พร้อมเพย์,รอจ่ายงวดถัดไป,2,งบดำเนินงานของหน่วยงาน,นนทบุรี,เมืองนนทบุรี,บ้านพักเด็กและครอบครัว
PAY00386,SOC00473,2094396151876,เกศรินทร์,พึ่งบุญ,หญิง,1982-11-13,คนพิการ,เงินช่วยเหลือด้านที่อยู่อาศัย,ว่างงานหรือรายได้ลดลง,2024-11-30,2024-12-05,2024-12-14,9500,6500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ขอนแก่น,เมืองขอนแก่น,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00387,SOC00123,3019247215310,วิศรุต,ทองสุข,หญิง,2023-08-27,เด็กและเยาวชน,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ประสบปัญหาค่าครองชีพ,2025-01-09,2025-01-13,2025-01-16,4000,500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,ตรัง,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00388,SOC00115,6025487269245,ศิรินภา,กุลวงศ์,ชาย,1994-03-12,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ว่างงานหรือรายได้ลดลง,2025-06-15,2025-06-18,2025-06-19,9500,1000,พร้อมเพย์,จ่ายครบแล้ว,3,งบประมาณรายจ่ายประจำปี,ปราจีนบุรี,ทุ่งสุข,บ้านพักเด็กและครอบครัว
PAY00389,SOC00135,2443182373342,ธนา,บุญช่วย,หญิง,2020-04-12,เด็กและเยาวชน,เงินสงเคราะห์เด็กในครอบครัวยากจน,ว่างงานหรือรายได้ลดลง,2025-08-25,2025-09-01,2025-09-05,8500,2500,พร้อมเพย์,รอจ่ายงวดถัดไป,2,งบประมาณรายจ่ายประจำปี,สุพรรณบุรี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00390,SOC00062,7069019795497,ชยพล,สุวรรณศรี,ชาย,1992-03-16,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์คนพิการ,ที่อยู่อาศัยไม่เหมาะสม,2025-10-20,2025-10-24,2025-10-26,5000,4500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,งบดำเนินงานของหน่วยงาน,ร้อยเอ็ด,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00391,SOC00257,5018625824481,มนัสวี,บุญช่วย,ชาย,2003-11-29,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีค่าใช้จ่ายด้านสุขภาพ,2025-10-09,2025-10-17,2025-10-19,3000,500,พร้อมเพย์,จ่ายบางส่วน,2,เงินสำรองเพื่อกรณีฉุกเฉิน,กระบี่,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00392,SOC00044,4871562621101,ณิชา,สมานมิตร,หญิง,1960-05-07,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ประสบปัญหาค่าครองชีพ,2026-06-10,2026-06-18,2026-06-23,2000,500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,งบประมาณรายจ่ายประจำปี,อุบลราชธานี,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00393,SOC00281,6720112086082,กรรณิการ์,แสงจันทร์,ชาย,2003-04-07,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ที่อยู่อาศัยไม่เหมาะสม,2022-08-20,2022-08-27,2022-09-01,2000,1000,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นราธิวาส,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00394,SOC00292,8545371554212,อาทิตย์,แสนดี,ชาย,1988-05-29,คนพิการ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2022-08-06,2022-08-11,2022-08-17,6500,3000,พร้อมเพย์,รอจ่ายงวดถัดไป,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,บุรีรัมย์,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00395,SOC00214,4597099625827,พงศกร,ธรรมวงศ์,ชาย,1988-02-06,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2022-06-05,2022-06-15,2022-06-22,7000,2000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,มหาสารคาม,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00396,SOC00387,1755042253701,ศิริพร,พิพัฒน์กุล,หญิง,1955-04-25,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ที่อยู่อาศัยไม่เหมาะสม,2023-12-04,2023-12-15,2023-12-23,4500,4500,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,สระแก้ว,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00397,SOC00107,2648215185615,ศิรินภา,เรืองฤทธิ์,หญิง,2024-02-24,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-07-20,2024-07-23,2024-07-30,2000,500,พร้อมเพย์,จ่ายบางส่วน,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,จันทบุรี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00398,SOC00446,6237216689566,กัญญารัตน์,เข็มทอง,หญิง,1953-01-15,คนพิการ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ครอบครัวประสบเหตุฉุกเฉิน,2023-06-22,2023-06-29,2023-07-05,4000,3500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,จันทบุรี,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00399,SOC00381,5306326527501,วาสนา,สมานมิตร,ชาย,2005-01-26,ผู้มีรายได้น้อย,เงินสงเคราะห์เด็กในครอบครัวยากจน,ครอบครัวประสบเหตุฉุกเฉิน,2022-08-09,2022-08-13,2022-08-15,5000,5000,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,นราธิวาส,ศรีพัฒนา,บ้านพักเด็กและครอบครัว
PAY00400,SOC00371,5782467502958,กาญจนา,ธรรมวงศ์,หญิง,1990-02-27,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2026-08-23,2026-08-24,2026-08-24,6000,4500,พร้อมเพย์,รอจ่ายงวดถัดไป,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ชลบุรี,ศรีราชา,บ้านพักเด็กและครอบครัว
PAY00401,SOC00281,6720112086082,กรรณิการ์,แสงจันทร์,ชาย,2003-04-07,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ที่อยู่อาศัยไม่เหมาะสม,2022-08-20,2022-09-01,2022-09-07,2000,1000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นราธิวาส,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00402,SOC00457,8538122527796,กิตติพงศ์,บัวแก้ว,หญิง,1985-09-28,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2025-01-06,2025-01-18,2025-01-20,14000,14000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,สมุทรสาคร,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00403,SOC00132,4469110189890,ธีรภัทร,คุ้มภัย,หญิง,1976-02-04,คนไร้ที่พึ่ง,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2025-02-27,2025-03-07,2025-03-08,9000,9000,พร้อมเพย์,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ร้อยเอ็ด,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00404,SOC00201,7104762217057,ปกรณ์,สวัสดี,ชาย,2023-10-31,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ที่อยู่อาศัยไม่เหมาะสม,2026-04-06,2026-04-11,2026-04-12,10000,500,พร้อมเพย์,จ่ายครบแล้ว,3,งบดำเนินงานของหน่วยงาน,ร้อยเอ็ด,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00405,SOC00333,5298047499741,ปัญญา,พิทักษ์วงศ์,ชาย,1958-12-07,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดผู้ดูแลและรายได้,2025-06-21,2025-06-22,2025-06-24,8000,3500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,นราธิวาส,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00406,SOC00402,4475392043321,ลลิตา,นพคุณ,หญิง,2005-06-16,สตรีและครอบครัว,เงินช่วยเหลือด้านที่อยู่อาศัย,ที่อยู่อาศัยไม่เหมาะสม,2022-03-03,2022-03-12,2022-03-12,15000,10500,พร้อมเพย์,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,ปราจีนบุรี,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00407,SOC00464,8621378426380,ณัฐวุฒิ,อุดมศักดิ์,ชาย,1987-09-07,ผู้มีรายได้น้อย,เงินสงเคราะห์คนพิการ,ที่อยู่อาศัยไม่เหมาะสม,2023-10-04,2023-10-12,2023-10-18,6500,1500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,เชียงใหม่,หางดง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00408,SOC00420,3149668833523,วิศรุต,เกษมสุข,หญิง,1985-09-18,คนไร้ที่พึ่ง,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ที่อยู่อาศัยไม่เหมาะสม,2025-02-09,2025-02-13,2025-02-20,7000,7000,พร้อมเพย์,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,บุรีรัมย์,หนองกลาง,บ้านพักเด็กและครอบครัว
PAY00409,SOC00081,7604242971330,ปัญญา,แสนดี,หญิง,1971-09-25,สตรีและครอบครัว,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ที่อยู่อาศัยไม่เหมาะสม,2024-01-23,2024-01-31,2024-02-06,8000,3500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,จันทบุรี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00410,SOC00342,7319271730342,ชยุต,เจริญสุข,ชาย,2019-01-31,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ประสบปัญหาค่าครองชีพ,2024-11-25,2024-11-26,2024-11-30,8500,1000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,สระบุรี,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00411,SOC00295,4974925388431,สุชาดา,นิ่มนวล,ชาย,2003-09-12,ผู้มีรายได้น้อย,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ว่างงานหรือรายได้ลดลง,2022-06-27,2022-07-02,2022-07-12,8500,500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,เงินสำรองเพื่อกรณีฉุกเฉิน,ลำปาง,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00412,SOC00412,2521329022787,ชไมพร,ทองสุข,ชาย,2007-03-27,เด็กและเยาวชน,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2025-11-03,2025-11-09,2025-11-11,5500,5500,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,นนทบุรี,บางบัวทอง,บ้านพักเด็กและครอบครัว
PAY00413,SOC00166,2353403266706,วายุ,นิลแก้ว,ชาย,1992-02-27,ผู้มีรายได้น้อย,เงินสงเคราะห์เด็กในครอบครัวยากจน,ประสบปัญหาค่าครองชีพ,2026-03-05,2026-03-07,2026-03-14,2500,1500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,สระแก้ว,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00414,SOC00102,4912356015731,ธีรวัฒน์,นาคทอง,ชาย,1969-02-14,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดผู้ดูแลและรายได้,2023-06-17,2023-06-28,2023-06-29,6000,1500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,กรุงเทพมหานคร,บางเขน,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00415,SOC00012,4492446098303,พัชรินทร์,สุขสวัสดิ์,หญิง,1938-09-20,ผู้สูงอายุ,เงินสงเคราะห์คนพิการ,ประสบปัญหาค่าครองชีพ,2026-07-15,2026-07-23,2026-07-26,2000,2000,พร้อมเพย์,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,ขอนแก่น,บ้านไผ่,บ้านพักเด็กและครอบครัว
