payment_id,grant_case_id,child_citizen_id,child_first_name,child_last_name,child_gender,child_birth_date,father_citizen_id,father_first_name,father_last_name,father_status,mother_citizen_id,mother_first_name,mother_last_name,mother_status,guardian_citizen_id,guardian_first_name,guardian_last_name,guardian_relationship,legal_guardian_relation,legal_guardian_reason,application_date,approval_date,entitlement_start_date,payment_date,payment_round,payment_amount,payment_status,payment_method,household_member_count,household_annual_income,registration_channel,province,district,subdistrict,agency
NCGPAY00179,NCG00179,6.8918E+12,ชยุต,โชคชัย,หญิง,20/05/2025,4.70205E+12,ชยพล,เข็มทอง,มีชีวิตและเลี้ยงดูเด็ก,4.51846E+12,จิราภรณ์,เรืองฤทธิ์,มีชีวิตและเลี้ยงดูเด็ก,4.51846E+12,จิราภรณ์,เรืองฤทธิ์,มารดา,,,4/06/2025,4/07/2025,4/07/2025,1/08/2025,1,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,4,67800,เจ้าหน้าที่ช่วยลงทะเบียน,พระนครศรีอยุธยา,บางบาล,ไทรน้อย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพระนครศรีอยุธยา
NCGPAY00130,NCG00130,4.82876E+12,กิตติภัทร,กุลวงศ์,ชาย,21/01/2025,2.13283E+12,ชยพล,ธรรมคุณ,มีชีวิตและเลี้ยงดูเด็ก,2.77763E+12,ธัญชนก,นาคทอง,มีชีวิตแต่ไม่ได้เลี้ยงดู,2.13283E+12,ชยพล,ธรรมคุณ,บิดา,,,22/06/2025,9/07/2025,9/07/2025,11/08/2025,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,54200,หน่วยบริการเคลื่อนที่,อุบลราชธานี,พิบูลมังสาหาร,ดอนจิก,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุบลราชธานี
NCGPAY00358,NCG00153,7.40344E+12,วรรณวิสา,คำดี,ชาย,28/12/2024,7.42303E+12,ธนภัทร,ธนากุล,เสียชีวิต,7.82761E+12,วิภาวี,วงศ์สวัสดิ์,มีชีวิตและเลี้ยงดูเด็ก,7.82761E+12,วิภาวี,วงศ์สวัสดิ์,มารดา,,,15/05/2025,6/06/2025,6/06/2025,11/08/2025,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,71400,หน่วยบริการเคลื่อนที่,ขอนแก่น,น้ำพอง,สะอาด,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00447,NCG00252,7.5713E+12,ณัฐภัทร,ยอดแก้ว,หญิง,28/12/2024,6.35936E+12,วชิรวิทย์,ธนากุล,มีชีวิตและเลี้ยงดูเด็ก,8.50221E+12,ธัญชนก,คำดี,มีชีวิตแต่ไม่ได้เลี้ยงดู,6.35936E+12,วชิรวิทย์,ธนากุล,บิดา,,,11/06/2025,16/06/2025,16/06/2025,13/08/2025,2,600,จ่ายสำเร็จ,พร้อมเพย์,3,60800,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ฉะเชิงเทรา,บางปะกง,เขาดิน,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดฉะเชิงเทรา
NCGPAY00190,NCG00190,6.57761E+12,อภิญญา,ธนากุล,หญิง,25/03/2025,3.44796E+12,สุรชัย,บุญส่ง,ไม่สามารถติดต่อได้,4.24805E+12,พัชรินทร์,นิ่มนวล,ไม่สามารถติดต่อได้,5.38939E+12,ศรัณย์,นิ่มนวล,ผู้ปกครองโดยชอบด้วยกฎหมาย,ลุง,ไม่สามารถติดต่อบิดาและมารดาได้,6/07/2025,5/08/2025,5/08/2025,28/08/2025,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,56300,หน่วยบริการเคลื่อนที่,สุราษฎร์ธานี,เกาะสมุย,อ่างทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุราษฎร์ธานี
NCGPAY00167,NCG00167,5.83425E+12,ชยุต,นิลแก้ว,ชาย,12/04/2025,5.36921E+12,อนุชา,อินทร์แก้ว,ไม่สามารถติดต่อได้,6.3059E+12,สุภาวดี,คำแสน,มีชีวิตและเลี้ยงดูเด็ก,6.3059E+12,สุภาวดี,คำแสน,มารดา,,,18/07/2025,1/08/2025,1/08/2025,31/08/2025,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,52300,หน่วยบริการเคลื่อนที่,ปัตตานี,โคกโพธิ์,บางโกระ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปัตตานี
NCGPAY00373,NCG00153,7.40344E+12,วรรณวิสา,คำดี,ชาย,28/12/2024,7.42303E+12,ธนภัทร,ธนากุล,เสียชีวิต,7.82761E+12,วิภาวี,วงศ์สวัสดิ์,มีชีวิตและเลี้ยงดูเด็ก,7.82761E+12,วิภาวี,วงศ์สวัสดิ์,มารดา,,,15/05/2025,6/06/2025,6/06/2025,9/09/2025,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,71400,หน่วยบริการเคลื่อนที่,ขอนแก่น,น้ำพอง,สะอาด,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00001,NCG00001,2.97315E+12,ธนพร,สุขสวัสดิ์,หญิง,29/01/2025,6.11696E+12,กฤษฎา,กุลวงศ์,มีชีวิตและเลี้ยงดูเด็ก,1.74236E+12,อัญชลี,ทองสุข,มีชีวิตและเลี้ยงดูเด็ก,1.74236E+12,อัญชลี,ทองสุข,มารดา,,,17/07/2025,14/08/2025,14/08/2025,11/09/2025,1,600,จ่ายสำเร็จ,พร้อมเพย์,7,84300,ระบบออนไลน์,สกลนคร,บ้านม่วง,ดงหม้อทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสกลนคร
NCGPAY00426,NCG00130,4.82876E+12,กิตติภัทร,กุลวงศ์,ชาย,21/01/2025,2.13283E+12,ชยพล,ธรรมคุณ,มีชีวิตและเลี้ยงดูเด็ก,2.77763E+12,ธัญชนก,นาคทอง,มีชีวิตแต่ไม่ได้เลี้ยงดู,2.13283E+12,ชยพล,ธรรมคุณ,บิดา,,,22/06/2025,9/07/2025,9/07/2025,14/09/2025,2,1800,จ่ายย้อนหลังรวมหลายงวด,พร้อมเพย์,3,54200,หน่วยบริการเคลื่อนที่,อุบลราชธานี,พิบูลมังสาหาร,ดอนจิก,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุบลราชธานี
NCGPAY00067,NCG00067,5.06454E+12,ธิดารัตน์,คงมั่น,หญิง,7/04/2025,6.71291E+12,ศุภชัย,นิ่มนวล,มีชีวิตและเลี้ยงดูเด็ก,2.29005E+12,กัญญารัตน์,ทองอินทร์,มีชีวิตและเลี้ยงดูเด็ก,6.71291E+12,ศุภชัย,นิ่มนวล,บิดา,,,17/08/2025,22/08/2025,22/08/2025,22/09/2025,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,57700,เจ้าหน้าที่ช่วยลงทะเบียน,พัทลุง,ศรีนครินทร์,ชุมพล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพัทลุง
NCGPAY00281,NCG00190,6.57761E+12,อภิญญา,ธนากุล,หญิง,25/03/2025,3.44796E+12,สุรชัย,บุญส่ง,ไม่สามารถติดต่อได้,4.24805E+12,พัชรินทร์,นิ่มนวล,ไม่สามารถติดต่อได้,5.38939E+12,ศรัณย์,นิ่มนวล,ผู้ปกครองโดยชอบด้วยกฎหมาย,ลุง,ไม่สามารถติดต่อบิดาและมารดาได้,6/07/2025,5/08/2025,5/08/2025,26/09/2025,2,1200,จ่ายย้อนหลังรวมหลายงวด,พร้อมเพย์,3,56300,หน่วยบริการเคลื่อนที่,สุราษฎร์ธานี,เกาะสมุย,อ่างทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุราษฎร์ธานี
NCGPAY00048,NCG00048,8.335E+12,ชยุต,สุขสวัสดิ์,ชาย,18/02/2025,3.48049E+12,พงศกร,สุขใจ,มีชีวิตและเลี้ยงดูเด็ก,2.65844E+12,สุพัตรา,ยอดแก้ว,เสียชีวิต,3.48049E+12,พงศกร,สุขใจ,บิดา,,,1/09/2025,20/09/2025,20/09/2025,1/10/2025,1,1800,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,7,81000,ระบบออนไลน์,นครปฐม,สามพราน,อ้อมใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00284,NCG00167,5.83425E+12,ชยุต,นิลแก้ว,ชาย,12/04/2025,5.36921E+12,อนุชา,อินทร์แก้ว,ไม่สามารถติดต่อได้,6.3059E+12,สุภาวดี,คำแสน,มีชีวิตและเลี้ยงดูเด็ก,6.3059E+12,สุภาวดี,คำแสน,มารดา,,,18/07/2025,1/08/2025,1/08/2025,1/10/2025,2,600,จ่ายสำเร็จ,พร้อมเพย์,2,52300,หน่วยบริการเคลื่อนที่,ปัตตานี,โคกโพธิ์,บางโกระ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปัตตานี
NCGPAY00273,NCG00273,5.74962E+12,ธนภัทร,นาคทอง,หญิง,17/02/2025,2.89049E+12,ชยุต,พรหมมา,มีชีวิตและเลี้ยงดูเด็ก,3.64745E+12,วรรณา,แสงจันทร์,มีชีวิตและเลี้ยงดูเด็ก,3.64745E+12,วรรณา,แสงจันทร์,มารดา,,,28/08/2025,9/09/2025,9/09/2025,8/10/2025,1,600,จ่ายสำเร็จ,พร้อมเพย์,5,72600,ลงทะเบียน ณ หน่วยรับลงทะเบียน,สุรินทร์,เมืองสุรินทร์,สำโรง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุรินทร์
NCGPAY00282,NCG00001,2.97315E+12,ธนพร,สุขสวัสดิ์,หญิง,29/01/2025,6.11696E+12,กฤษฎา,กุลวงศ์,มีชีวิตและเลี้ยงดูเด็ก,1.74236E+12,อัญชลี,ทองสุข,มีชีวิตและเลี้ยงดูเด็ก,1.74236E+12,อัญชลี,ทองสุข,มารดา,,,17/07/2025,14/08/2025,14/08/2025,13/10/2025,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,84300,ระบบออนไลน์,สกลนคร,บ้านม่วง,ดงหม้อทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสกลนคร
NCGPAY00323,NCG00067,5.06454E+12,ธิดารัตน์,คงมั่น,หญิง,7/04/2025,6.71291E+12,ศุภชัย,นิ่มนวล,มีชีวิตและเลี้ยงดูเด็ก,2.29005E+12,กัญญารัตน์,ทองอินทร์,มีชีวิตและเลี้ยงดูเด็ก,6.71291E+12,ศุภชัย,นิ่มนวล,บิดา,,,17/08/2025,22/08/2025,22/08/2025,21/10/2025,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,57700,เจ้าหน้าที่ช่วยลงทะเบียน,พัทลุง,ศรีนครินทร์,ชุมพล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพัทลุง
NCGPAY00280,NCG00280,2.47175E+12,อคิราห์,อุดมศักดิ์,หญิง,7/02/2025,6.91406E+12,วิทยา,จันทร์ฉาย,มีชีวิตและเลี้ยงดูเด็ก,5.02392E+12,ปวีณา,อ่อนละมุน,มีชีวิตและเลี้ยงดูเด็ก,5.02392E+12,ปวีณา,อ่อนละมุน,มารดา,,,30/09/2025,10/10/2025,10/10/2025,23/10/2025,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,75000,ลงทะเบียน ณ หน่วยรับลงทะเบียน,มหาสารคาม,โกสุมพิสัย,หนองบอน,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดมหาสารคาม
NCGPAY00240,NCG00240,7.99658E+12,รวิชญ์,ศรีสุข,หญิง,3/04/2025,7.0855E+12,จักรพันธ์,ประดับศรี,มีชีวิตและเลี้ยงดูเด็ก,8.07952E+12,ศิริพร,เกษมสุข,มีชีวิตและเลี้ยงดูเด็ก,8.07952E+12,ศิริพร,เกษมสุข,มารดา,,,4/09/2025,25/09/2025,25/09/2025,26/10/2025,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,55700,หน่วยบริการเคลื่อนที่,ปทุมธานี,เมืองปทุมธานี,บางหลวง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปทุมธานี
NCGPAY00227,NCG00227,7.20183E+12,พัชรินทร์,ทวีทรัพย์,ชาย,18/07/2025,7.93481E+12,ปกรณ์,ธรรมคุณ,มีชีวิตและเลี้ยงดูเด็ก,3.69569E+12,ศิริพร,วิริยะกุล,เสียชีวิต,7.93481E+12,ปกรณ์,ธรรมคุณ,บิดา,,,12/09/2025,5/10/2025,5/10/2025,27/10/2025,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,47200,ระบบออนไลน์,จันทบุรี,แหลมสิงห์,บางกะไชย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดจันทบุรี
NCGPAY00432,NCG00190,6.57761E+12,อภิญญา,ธนากุล,หญิง,25/03/2025,3.44796E+12,สุรชัย,บุญส่ง,ไม่สามารถติดต่อได้,4.24805E+12,พัชรินทร์,นิ่มนวล,ไม่สามารถติดต่อได้,5.38939E+12,ศรัณย์,นิ่มนวล,ผู้ปกครองโดยชอบด้วยกฎหมาย,ลุง,ไม่สามารถติดต่อบิดาและมารดาได้,6/07/2025,5/08/2025,5/08/2025,27/10/2025,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,56300,หน่วยบริการเคลื่อนที่,สุราษฎร์ธานี,เกาะสมุย,อ่างทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุราษฎร์ธานี
NCGPAY00361,NCG00167,5.83425E+12,ชยุต,นิลแก้ว,ชาย,12/04/2025,5.36921E+12,อนุชา,อินทร์แก้ว,ไม่สามารถติดต่อได้,6.3059E+12,สุภาวดี,คำแสน,มีชีวิตและเลี้ยงดูเด็ก,6.3059E+12,สุภาวดี,คำแสน,มารดา,,,18/07/2025,1/08/2025,1/08/2025,2/11/2025,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,52300,หน่วยบริการเคลื่อนที่,ปัตตานี,โคกโพธิ์,บางโกระ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปัตตานี
NCGPAY00475,NCG00048,8.335E+12,ชยุต,สุขสวัสดิ์,ชาย,18/02/2025,3.48049E+12,พงศกร,สุขใจ,มีชีวิตและเลี้ยงดูเด็ก,2.65844E+12,สุพัตรา,ยอดแก้ว,เสียชีวิต,3.48049E+12,พงศกร,สุขใจ,บิดา,,,1/09/2025,20/09/2025,20/09/2025,4/11/2025,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,81000,ระบบออนไลน์,นครปฐม,สามพราน,อ้อมใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00478,NCG00067,5.06454E+12,ธิดารัตน์,คงมั่น,หญิง,7/04/2025,6.71291E+12,ศุภชัย,นิ่มนวล,มีชีวิตและเลี้ยงดูเด็ก,2.29005E+12,กัญญารัตน์,ทองอินทร์,มีชีวิตและเลี้ยงดูเด็ก,6.71291E+12,ศุภชัย,นิ่มนวล,บิดา,,,17/08/2025,22/08/2025,22/08/2025,23/11/2025,3,600,จ่ายสำเร็จ,พร้อมเพย์,3,57700,เจ้าหน้าที่ช่วยลงทะเบียน,พัทลุง,ศรีนครินทร์,ชุมพล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพัทลุง
NCGPAY00388,NCG00240,7.99658E+12,รวิชญ์,ศรีสุข,หญิง,3/04/2025,7.0855E+12,จักรพันธ์,ประดับศรี,มีชีวิตและเลี้ยงดูเด็ก,8.07952E+12,ศิริพร,เกษมสุข,มีชีวิตและเลี้ยงดูเด็ก,8.07952E+12,ศิริพร,เกษมสุข,มารดา,,,4/09/2025,25/09/2025,25/09/2025,27/11/2025,2,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,3,55700,หน่วยบริการเคลื่อนที่,ปทุมธานี,เมืองปทุมธานี,บางหลวง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปทุมธานี
NCGPAY00486,NCG00227,7.20183E+12,พัชรินทร์,ทวีทรัพย์,ชาย,18/07/2025,7.93481E+12,ปกรณ์,ธรรมคุณ,มีชีวิตและเลี้ยงดูเด็ก,3.69569E+12,ศิริพร,วิริยะกุล,เสียชีวิต,7.93481E+12,ปกรณ์,ธรรมคุณ,บิดา,,,12/09/2025,5/10/2025,5/10/2025,30/11/2025,2,1800,จ่ายย้อนหลังรวมหลายงวด,พร้อมเพย์,2,47200,ระบบออนไลน์,จันทบุรี,แหลมสิงห์,บางกะไชย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดจันทบุรี
NCGPAY00011,NCG00011,5.9437E+12,รวิชญ์,เรืองฤทธิ์,ชาย,10/05/2025,4.44584E+12,ธีรภัทร,พูลเพิ่ม,เสียชีวิต,1.90049E+12,อรวรรณ,เกียรติไพศาล,ไม่สามารถเลี้ยงดูได้,6.13366E+12,ศิรินภา,พูลเพิ่ม,ผู้ปกครองโดยชอบด้วยกฎหมาย,ตา,บิดาเสียชีวิต และมารดาไม่สามารถเลี้ยงดูได้,14/10/2025,30/10/2025,30/10/2025,1/12/2025,1,1800,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,4,61000,ระบบออนไลน์,เชียงราย,เมืองเชียงราย,นางแล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดเชียงราย
NCGPAY00166,NCG00166,3.8993E+12,รวิชญ์,บุญเรือง,ชาย,1/08/2025,3.98067E+12,ธีรภัทร,ฤทธิไกร,ไม่สามารถติดต่อได้,7.21883E+12,อัญชลี,คำแสน,มีชีวิตและเลี้ยงดูเด็ก,7.21883E+12,อัญชลี,คำแสน,มารดา,,,18/10/2025,8/11/2025,8/11/2025,5/12/2025,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,87300,หน่วยบริการเคลื่อนที่,ลำปาง,ห้างฉัตร,เวียงตาล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลำปาง
NCGPAY00188,NCG00188,1.00502E+12,นราวิชญ์,แสงทอง,ชาย,24/07/2025,6.1734E+12,ศุภชัย,นิลแก้ว,มีชีวิตและเลี้ยงดูเด็ก,8.66449E+12,ชุติมา,สุขเกษม,มีชีวิตและเลี้ยงดูเด็ก,8.66449E+12,ชุติมา,สุขเกษม,มารดา,,,10/11/2025,25/11/2025,25/11/2025,25/12/2025,1,600,จ่ายสำเร็จ,พร้อมเพย์,2,56500,ลงทะเบียน ณ หน่วยรับลงทะเบียน,นนทบุรี,เมืองนนทบุรี,สวนใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนนทบุรี
NCGPAY00271,NCG00271,2.50252E+12,วราภรณ์,พรมศรี,หญิง,21/09/2025,3.72895E+12,วรวิทย์,ทองดี,มีชีวิตและเลี้ยงดูเด็ก,3.41696E+12,ปนัดดา,ทองอินทร์,มีชีวิตและเลี้ยงดูเด็ก,3.41696E+12,ปนัดดา,ทองอินทร์,มารดา,,,11/11/2025,23/11/2025,23/11/2025,28/12/2025,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,71200,เจ้าหน้าที่ช่วยลงทะเบียน,นราธิวาส,ตากใบ,เกาะสะท้อน,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนราธิวาส
NCGPAY00256,NCG00256,2.55247E+12,ภูริภัทร,จำปาแก้ว,ชาย,18/04/2025,5.57232E+12,อภิชาติ,นิลแก้ว,มีชีวิตและเลี้ยงดูเด็ก,2.53798E+12,กัลยา,พรหมมา,มีชีวิตและเลี้ยงดูเด็ก,2.53798E+12,กัลยา,พรหมมา,มารดา,,,29/11/2025,29/12/2025,29/12/2025,31/12/2025,1,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,5,75900,ลงทะเบียน ณ หน่วยรับลงทะเบียน,เชียงราย,เมืองเชียงราย,นางแล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดเชียงราย
NCGPAY00427,NCG00011,5.9437E+12,รวิชญ์,เรืองฤทธิ์,ชาย,10/05/2025,4.44584E+12,ธีรภัทร,พูลเพิ่ม,เสียชีวิต,1.90049E+12,อรวรรณ,เกียรติไพศาล,ไม่สามารถเลี้ยงดูได้,6.13366E+12,ศิรินภา,พูลเพิ่ม,ผู้ปกครองโดยชอบด้วยกฎหมาย,ตา,บิดาเสียชีวิต และมารดาไม่สามารถเลี้ยงดูได้,14/10/2025,30/10/2025,30/10/2025,4/01/2026,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,4,61000,ระบบออนไลน์,เชียงราย,เมืองเชียงราย,นางแล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดเชียงราย
NCGPAY00363,NCG00166,3.8993E+12,รวิชญ์,บุญเรือง,ชาย,1/08/2025,3.98067E+12,ธีรภัทร,ฤทธิไกร,ไม่สามารถติดต่อได้,7.21883E+12,อัญชลี,คำแสน,มีชีวิตและเลี้ยงดูเด็ก,7.21883E+12,อัญชลี,คำแสน,มารดา,,,18/10/2025,8/11/2025,8/11/2025,5/01/2026,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,87300,หน่วยบริการเคลื่อนที่,ลำปาง,ห้างฉัตร,เวียงตาล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลำปาง
NCGPAY00171,NCG00171,1.77942E+12,มยุรี,นาคทอง,ชาย,13/09/2025,6.17744E+12,ชยุต,เกิดผล,เสียชีวิต,3.80935E+12,รจนา,วัฒนกุล,ไม่สามารถเลี้ยงดูได้,3.28537E+12,สมชาย,นิลแก้ว,ผู้ปกครองโดยชอบด้วยกฎหมาย,ตา,บิดาเสียชีวิต และมารดาไม่สามารถเลี้ยงดูได้,20/12/2025,7/01/2026,7/01/2026,13/01/2026,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,49300,ลงทะเบียน ณ หน่วยรับลงทะเบียน,แพร่,เมืองแพร่,ช่อแฮ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดแพร่
NCGPAY00488,NCG00188,1.00502E+12,นราวิชญ์,แสงทอง,ชาย,24/07/2025,6.1734E+12,ศุภชัย,นิลแก้ว,มีชีวิตและเลี้ยงดูเด็ก,8.66449E+12,ชุติมา,สุขเกษม,มีชีวิตและเลี้ยงดูเด็ก,8.66449E+12,ชุติมา,สุขเกษม,มารดา,,,10/11/2025,25/11/2025,25/11/2025,25/01/2026,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,56500,ลงทะเบียน ณ หน่วยรับลงทะเบียน,นนทบุรี,เมืองนนทบุรี,สวนใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนนทบุรี
NCGPAY00487,NCG00256,2.55247E+12,ภูริภัทร,จำปาแก้ว,ชาย,18/04/2025,5.57232E+12,อภิชาติ,นิลแก้ว,มีชีวิตและเลี้ยงดูเด็ก,2.53798E+12,กัลยา,พรหมมา,มีชีวิตและเลี้ยงดูเด็ก,2.53798E+12,กัลยา,พรหมมา,มารดา,,,29/11/2025,29/12/2025,29/12/2025,28/01/2026,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,75900,ลงทะเบียน ณ หน่วยรับลงทะเบียน,เชียงราย,เมืองเชียงราย,นางแล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดเชียงราย
NCGPAY00349,NCG00271,2.50252E+12,วราภรณ์,พรมศรี,หญิง,21/09/2025,3.72895E+12,วรวิทย์,ทองดี,มีชีวิตและเลี้ยงดูเด็ก,3.41696E+12,ปนัดดา,ทองอินทร์,มีชีวิตและเลี้ยงดูเด็ก,3.41696E+12,ปนัดดา,ทองอินทร์,มารดา,,,11/11/2025,23/11/2025,23/11/2025,31/01/2026,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,71200,เจ้าหน้าที่ช่วยลงทะเบียน,นราธิวาส,ตากใบ,เกาะสะท้อน,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนราธิวาส
NCGPAY00433,NCG00011,5.9437E+12,รวิชญ์,เรืองฤทธิ์,ชาย,10/05/2025,4.44584E+12,ธีรภัทร,พูลเพิ่ม,เสียชีวิต,1.90049E+12,อรวรรณ,เกียรติไพศาล,ไม่สามารถเลี้ยงดูได้,6.13366E+12,ศิรินภา,พูลเพิ่ม,ผู้ปกครองโดยชอบด้วยกฎหมาย,ตา,บิดาเสียชีวิต และมารดาไม่สามารถเลี้ยงดูได้,14/10/2025,30/10/2025,30/10/2025,4/02/2026,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,4,61000,ระบบออนไลน์,เชียงราย,เมืองเชียงราย,นางแล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดเชียงราย
NCGPAY00253,NCG00253,5.63324E+12,มนัสวี,ทรัพย์เจริญ,ชาย,2/09/2025,1.23981E+12,นพดล,ศรีสุข,มีชีวิตและเลี้ยงดูเด็ก,3.17235E+12,ชลธิชา,เข็มทอง,ไม่สามารถติดต่อได้,1.23981E+12,นพดล,ศรีสุข,บิดา,,,15/01/2026,27/01/2026,27/01/2026,5/02/2026,1,600,จ่ายสำเร็จ,พร้อมเพย์,3,57600,ระบบออนไลน์,มหาสารคาม,โกสุมพิสัย,หนองบอน,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดมหาสารคาม
NCGPAY00485,NCG00166,3.8993E+12,รวิชญ์,บุญเรือง,ชาย,1/08/2025,3.98067E+12,ธีรภัทร,ฤทธิไกร,ไม่สามารถติดต่อได้,7.21883E+12,อัญชลี,คำแสน,มีชีวิตและเลี้ยงดูเด็ก,7.21883E+12,อัญชลี,คำแสน,มารดา,,,18/10/2025,8/11/2025,8/11/2025,6/02/2026,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,87300,หน่วยบริการเคลื่อนที่,ลำปาง,ห้างฉัตร,เวียงตาล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลำปาง
NCGPAY00364,NCG00171,1.77942E+12,มยุรี,นาคทอง,ชาย,13/09/2025,6.17744E+12,ชยุต,เกิดผล,เสียชีวิต,3.80935E+12,รจนา,วัฒนกุล,ไม่สามารถเลี้ยงดูได้,3.28537E+12,สมชาย,นิลแก้ว,ผู้ปกครองโดยชอบด้วยกฎหมาย,ตา,บิดาเสียชีวิต และมารดาไม่สามารถเลี้ยงดูได้,20/12/2025,7/01/2026,7/01/2026,16/02/2026,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,49300,ลงทะเบียน ณ หน่วยรับลงทะเบียน,แพร่,เมืองแพร่,ช่อแฮ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดแพร่
