case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,problem_type,request_date,assistance_date,assistance_type,case_source,urgency_level,case_result,close_date,channel,province,district,agency
SOC00411,5891941916019,ปวีณา,ศรีสมบัติ,ชาย,1972-07-20,ผู้มีรายได้น้อย,ที่อยู่อาศัย,2026-07-20,2026-07-29,ประสานส่งต่อหน่วยงาน,ประชาชนแจ้งด้วยตนเอง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2026-08-13,เครือข่ายชุมชน,นครราชสีมา,พิมาย,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00412,2521329022787,ชไมพร,ทองสุข,ชาย,2007-03-27,เด็กและเยาวชน,ปัญหาสุขภาพและการดำรงชีพ,2025-11-03,2025-11-08,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ติดตามผลและปิดเคส,2025-11-27,เครือข่ายชุมชน,นนทบุรี,บางบัวทอง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00413,4649540570562,รวิศ,บุญธรรม,ชาย,1944-11-03,ผู้สูงอายุ,ปัญหาสุขภาพและการดำรงชีพ,2025-04-05,2025-04-24,ช่วยเหลือด้านที่อยู่อาศัย,ประชาชนแจ้งด้วยตนเอง,ปกติ,ติดตามผลและปิดเคส,2025-05-24,Walk-in,สระบุรี,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00414,5943697160306,นรินทร์,ศรีประภา,ชาย,1961-04-30,ผู้สูงอายุ,รายได้ไม่เพียงพอ,2024-10-05,2024-10-23,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ให้คำปรึกษาและปิดเคส,2024-10-23,สายด่วน พม. 1300,เชียงใหม่,สันทราย,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00415,7081007014439,พิมพ์ชนก,สมานมิตร,ชาย,2006-03-24,เด็กและเยาวชน,ว่างงาน,2025-05-01,2025-05-22,ช่วยเหลือด้านที่อยู่อาศัย,หน่วยงานภาครัฐส่งต่อ,ปกติ,ให้คำปรึกษาและปิดเคส,2025-05-24,สายด่วน พม. 1300,ชลบุรี,ศรีราชา,ศูนย์ช่วยเหลือสังคม 1300
SOC00416,2154988760982,ศิริพร,เมืองแก้ว,ชาย,1963-08-01,ผู้มีรายได้น้อย,ขาดผู้ดูแล,2025-04-03,2025-04-20,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,หน่วยงานภาครัฐส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2025-04-29,เครือข่ายชุมชน,ยะลา,เมือง,บ้านพักเด็กและครอบครัว
SOC00417,6058464981804,สิทธิโชค,ศรีสุข,ชาย,1983-09-26,ผู้ประสบปัญหาทางสังคมทั่วไป,หนี้สินครัวเรือน,2022-02-09,2022-02-26,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2022-03-23,ระบบออนไลน์,นราธิวาส,คลองใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00418,3637347331594,เบญจพร,แสงทอง,ชาย,1980-08-10,ผู้ประสบปัญหาทางสังคมทั่วไป,ขาดผู้ดูแล,2024-07-05,2024-07-07,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ติดตามผลและปิดเคส,2024-07-19,สายด่วน พม. 1300,สระบุรี,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00419,2815398330313,ภาคิน,เพิ่มพูน,ชาย,1995-03-25,คนพิการ,ขาดผู้ดูแล,2026-03-22,2026-03-27,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2026-04-26,ระบบออนไลน์,สมุทรปราการ,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00420,3149668833523,วิศรุต,เกษมสุข,หญิง,1985-09-18,คนไร้ที่พึ่ง,ความรุนแรงในครอบครัว,2025-02-08,2025-02-11,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ติดตามผลและปิดเคส,2025-02-27,สายด่วน พม. 1300,บุรีรัมย์,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00421,5668932373375,สุภาวดี,สุขเกษม,ชาย,2016-12-31,เด็กและเยาวชน,ที่อยู่อาศัย,2026-08-15,2026-08-24,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ช่วยเหลือและปิดเคส,2026-08-24,Walk-in,เชียงใหม่,สันทราย,ศูนย์ช่วยเหลือสังคม 1300
SOC00422,7365848629379,นันทนา,ทรัพย์เจริญ,ชาย,2008-12-30,ผู้ประสบปัญหาทางสังคมทั่วไป,ขาดผู้ดูแล,2026-04-28,2026-05-07,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ให้คำปรึกษาและปิดเคส,2026-05-30,ระบบออนไลน์,กรุงเทพมหานคร,บางกะปิ,ศูนย์ช่วยเหลือสังคม 1300
SOC00423,3130178026844,พรชัย,ธนากุล,ชาย,1951-07-24,ผู้สูงอายุ,รายได้ไม่เพียงพอ,2025-12-18,2025-12-18,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ฉุกเฉิน,ให้คำปรึกษาและปิดเคส,2025-12-25,สายด่วน พม. 1300,ชลบุรี,เมืองชลบุรี,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00424,4064175905122,สิทธิโชค,ประเสริฐศรี,หญิง,2025-10-07,เด็กและเยาวชน,ว่างงาน,2024-06-23,2024-06-26,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,เร่งด่วน,ติดตามผลและปิดเคส,2024-07-11,Walk-in,นครสวรรค์,คลองใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00425,8794221720068,ปราณี,รุ่งเรือง,หญิง,1939-04-11,ผู้สูงอายุ,ที่อยู่อาศัย,2026-08-17,2026-08-24,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ช่วยเหลือและปิดเคส,2026-08-24,เครือข่ายชุมชน,อุบลราชธานี,เมือง,ศูนย์ช่วยเหลือสังคม 1300
SOC00426,4117368689091,ธนา,พิทักษ์วงศ์,หญิง,1960-09-04,ผู้สูงอายุ,รายได้ไม่เพียงพอ,2026-04-12,2026-04-27,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ติดตามผลและปิดเคส,2026-05-27,หน่วยงานส่งต่อ,นนทบุรี,ปากเกร็ด,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00427,6747467430119,ภาคิน,ศรีประภา,ชาย,1953-06-17,คนพิการ,ขาดผู้ดูแล,2024-06-17,2024-06-20,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,เร่งด่วน,ติดตามผลและปิดเคส,2024-06-25,เครือข่ายชุมชน,เชียงใหม่,สันทราย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00428,6338929481538,ชุติมา,มิตรดี,ชาย,2005-06-24,คนไร้ที่พึ่ง,รายได้ไม่เพียงพอ,2022-05-16,2022-05-29,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,ประชาชนแจ้งด้วยตนเอง,ปกติ,ให้คำปรึกษาและปิดเคส,2022-06-15,Walk-in,ฉะเชิงเทรา,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00429,4183267553743,รุจิรา,พิพัฒน์กุล,ชาย,1991-07-17,ผู้ประสบปัญหาทางสังคมทั่วไป,ขาดผู้ดูแล,2023-03-09,2023-03-25,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2023-04-09,Walk-in,พระนครศรีอยุธยา,ทุ่งสุข,บ้านพักเด็กและครอบครัว
SOC00430,5895763449804,ธนกฤต,อินทร์แก้ว,หญิง,1952-05-31,ผู้สูงอายุ,ว่างงาน,2026-05-17,2026-05-23,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2026-05-28,ระบบออนไลน์,กาฬสินธุ์,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00431,4669274952659,สิทธิโชค,วงศ์สวัสดิ์,ชาย,2008-11-01,ผู้ประสบปัญหาทางสังคมทั่วไป,หนี้สินครัวเรือน,2024-07-20,2024-08-01,จัดหาที่พักชั่วคราว,สายด่วน พม. 1300,ปกติ,ติดตามผลและปิดเคส,2024-08-26,ระบบออนไลน์,ลำปาง,บ้านใหม่,บ้านพักเด็กและครอบครัว
SOC00432,7299832843044,เอกภพ,เข็มทอง,ชาย,2012-10-04,เด็กและเยาวชน,รายได้ไม่เพียงพอ,2024-05-30,2024-06-02,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2024-06-22,เครือข่ายชุมชน,สกลนคร,เมือง,บ้านพักเด็กและครอบครัว
SOC00433,4027002142600,ภัทรพล,มั่นคง,หญิง,1980-09-17,ผู้มีรายได้น้อย,ว่างงาน,2026-08-10,2026-08-18,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ช่วยเหลือและปิดเคส,2026-08-24,Walk-in,ระยอง,ทุ่งสุข,ศูนย์ช่วยเหลือสังคม 1300
SOC00434,1314132430524,วรรณวิสา,สืบสาย,ชาย,1992-08-10,ผู้มีรายได้น้อย,รายได้ไม่เพียงพอ,2024-02-10,2024-02-18,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ให้คำปรึกษาและปิดเคส,2024-03-13,เครือข่ายชุมชน,ปทุมธานี,ลำลูกกา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00435,7622134403618,จุฑามาศ,คงมั่น,ชาย,2015-06-21,เด็กและเยาวชน,ความรุนแรงในครอบครัว,2026-08-16,2026-08-23,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,เร่งด่วน,ติดตามผลและปิดเคส,2026-08-24,ระบบออนไลน์,นนทบุรี,เมืองนนทบุรี,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00436,5971094264981,เพ็ญนภา,ธรรมคุณ,ชาย,1993-03-05,ผู้มีรายได้น้อย,ปัญหาสุขภาพและการดำรงชีพ,2022-11-12,2022-11-18,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ช่วยเหลือและปิดเคส,2022-12-12,หน่วยงานส่งต่อ,กาฬสินธุ์,คลองใหม่,บ้านพักเด็กและครอบครัว
SOC00437,3805999728646,สายฝน,แสงทอง,หญิง,1975-08-27,ผู้ประสบปัญหาทางสังคมทั่วไป,ปัญหาสุขภาพและการดำรงชีพ,2026-03-23,2026-03-26,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ให้คำปรึกษาและปิดเคส,2026-04-01,เครือข่ายชุมชน,กระบี่,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00438,2580717310193,วรัญญา,วัฒนศรี,ชาย,1975-04-01,ผู้มีรายได้น้อย,ขาดผู้ดูแล,2024-05-23,2024-05-27,ประสานส่งต่อหน่วยงาน,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2024-05-28,สายด่วน พม. 1300,ภูเก็ต,กะทู้,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00439,3053576212498,ธัญชนก,จันทร์หอม,ชาย,1956-06-25,ผู้มีรายได้น้อย,ที่อยู่อาศัย,2025-10-02,2025-10-15,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2025-11-03,หน่วยงานส่งต่อ,เชียงใหม่,แม่ริม,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00440,1340388966012,พัชรินทร์,รุ่งเรือง,ชาย,2010-01-21,คนพิการ,รายได้ไม่เพียงพอ,2026-02-28,2026-03-19,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2026-04-04,สายด่วน พม. 1300,กระบี่,ศรีพัฒนา,ศูนย์ช่วยเหลือสังคม 1300
SOC00441,2987816718185,ณัฐพงษ์,นิลแก้ว,หญิง,2020-08-10,เด็กและเยาวชน,ว่างงาน,2024-11-22,2024-11-30,จัดหาที่พักชั่วคราว,ญาติ/ครอบครัวแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2024-12-06,สายด่วน พม. 1300,แพร่,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00442,3083468472662,วาสนา,เกียรติไพศาล,ชาย,1985-11-16,คนพิการ,ความรุนแรงในครอบครัว,2026-06-30,2026-07-04,ช่วยเหลือด้านที่อยู่อาศัย,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,เร่งด่วน,ติดตามผลและปิดเคส,2026-07-21,ระบบออนไลน์,สุพรรณบุรี,ศรีพัฒนา,บ้านพักเด็กและครอบครัว
SOC00443,7996579409231,กฤษฎา,วัฒนกุล,ชาย,1975-04-28,คนพิการ,ปัญหาสุขภาพและการดำรงชีพ,2024-07-26,2024-08-05,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2024-08-09,เครือข่ายชุมชน,ชลบุรี,เมืองชลบุรี,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00444,6154240759810,พัชรินทร์,มิตรดี,หญิง,1941-09-05,ผู้สูงอายุ,ที่อยู่อาศัย,2022-06-19,2022-06-22,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2022-06-22,ระบบออนไลน์,สุรินทร์,บ้านใหม่,บ้านพักเด็กและครอบครัว
SOC00445,7141714885654,สิริกานต์,จันทร์หอม,ชาย,1982-06-12,คนพิการ,ที่อยู่อาศัย,2025-07-01,2025-07-09,ช่วยเหลือด้านที่อยู่อาศัย,สายด่วน พม. 1300,ปกติ,ติดตามผลและปิดเคส,2025-07-09,สายด่วน พม. 1300,พิจิตร,บ้านใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00446,6237216689566,กัญญารัตน์,เข็มทอง,หญิง,1953-01-15,คนพิการ,หนี้สินครัวเรือน,2023-06-17,2023-06-20,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ติดตามผลและปิดเคส,2023-07-14,เครือข่ายชุมชน,จันทบุรี,ทุ่งสุข,ศูนย์ช่วยเหลือสังคม 1300
SOC00447,3636405672556,พชร,แสงจันทร์,ชาย,2021-08-13,เด็กและเยาวชน,ว่างงาน,2023-08-07,2023-08-12,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ช่วยเหลือและปิดเคส,2023-09-10,หน่วยงานส่งต่อ,ตรัง,เมือง,บ้านพักเด็กและครอบครัว
SOC00448,3203539051522,พรรณภา,นาคทอง,ชาย,1958-03-27,ผู้สูงอายุ,ขาดผู้ดูแล,2022-08-31,2022-09-21,ประสานส่งต่อหน่วยงาน,ญาติ/ครอบครัวแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2022-10-01,ระบบออนไลน์,บุรีรัมย์,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00449,5771373915310,สิริกานต์,ชำนาญกิจ,ชาย,1961-11-28,ผู้สูงอายุ,ขาดผู้ดูแล,2022-08-22,2022-09-01,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2022-09-23,เครือข่ายชุมชน,นราธิวาส,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00450,3696838873931,อนุชา,จิตต์มั่น,ชาย,2020-03-21,เด็กและเยาวชน,ปัญหาสุขภาพและการดำรงชีพ,2026-08-01,2026-08-17,ประสานส่งต่อหน่วยงาน,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2026-08-24,เครือข่ายชุมชน,ภูเก็ต,เมืองภูเก็ต,บ้านพักเด็กและครอบครัว
SOC00451,2059499672164,ภูริณัฐ,รัตนวงศ์,หญิง,2008-03-05,เด็กและเยาวชน,ขาดผู้ดูแล,2025-05-25,2025-05-27,ช่วยเหลือด้านที่อยู่อาศัย,เครือข่ายชุมชนแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2025-06-07,สายด่วน พม. 1300,ปัตตานี,เมือง,ศูนย์ช่วยเหลือสังคม 1300
SOC00452,2381483219562,วรัญญา,วิริยะกุล,ชาย,1940-01-09,ผู้สูงอายุ,ที่อยู่อาศัย,2023-09-10,2023-09-17,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,เร่งด่วน,ติดตามผลและปิดเคส,2023-09-21,ระบบออนไลน์,ภูเก็ต,ถลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00453,8812706443560,วชิรวิทย์,เกษมสุข,หญิง,1963-06-01,ผู้สูงอายุ,ที่อยู่อาศัย,2023-10-20,2023-11-02,จัดหาที่พักชั่วคราว,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2023-12-02,ระบบออนไลน์,สงขลา,หาดใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00454,1662630763628,ชยุต,ร่มเย็น,หญิง,1988-10-04,ผู้มีรายได้น้อย,รายได้ไม่เพียงพอ,2025-08-23,2025-08-30,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2025-09-08,สายด่วน พม. 1300,ภูเก็ต,กะทู้,บ้านพักเด็กและครอบครัว
SOC00455,8814171986492,ศิวกร,รัตนกุล,หญิง,1982-09-06,ผู้ประสบปัญหาทางสังคมทั่วไป,รายได้ไม่เพียงพอ,2024-03-04,2024-03-07,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ให้คำปรึกษาและปิดเคส,2024-04-05,Walk-in,กาฬสินธุ์,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00456,8264653465243,นภัสสร,กุลวงศ์,หญิง,1965-09-21,คนไร้ที่พึ่ง,ขาดผู้ดูแล,2026-04-30,2026-05-14,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ช่วยเหลือและปิดเคส,2026-05-14,หน่วยงานส่งต่อ,เชียงราย,แม่สาย,ศูนย์ช่วยเหลือสังคม 1300
SOC00457,8538122527796,กิตติพงศ์,บัวแก้ว,หญิง,1985-09-28,ผู้ประสบปัญหาทางสังคมทั่วไป,ที่อยู่อาศัย,2025-01-05,2025-01-26,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2025-01-29,Walk-in,สมุทรสาคร,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00458,5802602110896,เกศรินทร์,พิทักษ์วงศ์,หญิง,2016-09-17,เด็กและเยาวชน,ว่างงาน,2025-01-22,2025-02-06,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2025-02-20,เครือข่ายชุมชน,นนทบุรี,เมืองนนทบุรี,บ้านพักเด็กและครอบครัว
SOC00459,6736952382863,พิมพ์ชนก,วงศ์สวัสดิ์,หญิง,2004-09-22,ผู้ประสบปัญหาทางสังคมทั่วไป,ประสบเหตุฉุกเฉิน,2022-03-01,2022-03-06,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,สายด่วน พม. 1300,ปกติ,ติดตามผลและปิดเคส,2022-03-20,สายด่วน พม. 1300,ตราด,ทุ่งสุข,บ้านพักเด็กและครอบครัว
SOC00460,2916748425911,กฤษฎา,วงศ์คำ,หญิง,1984-10-30,ผู้ประสบปัญหาทางสังคมทั่วไป,ประสบเหตุฉุกเฉิน,2025-08-03,2025-08-24,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ช่วยเหลือและปิดเคส,2025-09-11,เครือข่ายชุมชน,น่าน,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00461,1378211934057,จักรพันธ์,บุญเรือง,หญิง,1959-11-19,คนไร้ที่พึ่ง,ขาดผู้ดูแล,2026-04-27,2026-05-09,จัดหาที่พักชั่วคราว,สายด่วน พม. 1300,ปกติ,ช่วยเหลือและปิดเคส,2026-05-19,หน่วยงานส่งต่อ,ปราจีนบุรี,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00462,8111204268163,ชาญวิทย์,คงเจริญ,หญิง,1971-10-27,สตรีและครอบครัว,รายได้ไม่เพียงพอ,2025-07-30,2025-08-01,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,สายด่วน พม. 1300,ฉุกเฉิน,ให้คำปรึกษาและปิดเคส,2025-08-13,หน่วยงานส่งต่อ,ลำปาง,เมือง,ศูนย์ช่วยเหลือสังคม 1300
SOC00463,3023876434160,ภัทรพล,บุญส่ง,หญิง,1974-10-04,ผู้มีรายได้น้อย,ประสบเหตุฉุกเฉิน,2026-06-08,2026-06-09,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ฉุกเฉิน,ช่วยเหลือและปิดเคส,2026-06-13,ระบบออนไลน์,กรุงเทพมหานคร,บางเขน,บ้านพักเด็กและครอบครัว
SOC00464,8621378426380,ณัฐวุฒิ,อุดมศักดิ์,ชาย,1987-09-07,ผู้มีรายได้น้อย,หนี้สินครัวเรือน,2023-10-03,2023-10-13,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2023-10-24,หน่วยงานส่งต่อ,เชียงใหม่,หางดง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00465,8060391396078,ปราณี,โชคชัย,หญิง,1989-04-07,ผู้มีรายได้น้อย,รายได้ไม่เพียงพอ,2022-07-06,2022-07-18,ช่วยเหลือด้านที่อยู่อาศัย,ประชาชนแจ้งด้วยตนเอง,ปกติ,ให้คำปรึกษาและปิดเคส,2022-08-03,Walk-in,มหาสารคาม,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00466,5041600482458,ธวัชชัย,ธรรมคุณ,ชาย,1972-12-17,ผู้ประสบปัญหาทางสังคมทั่วไป,ความรุนแรงในครอบครัว,2026-05-22,2026-06-12,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ให้คำปรึกษาและปิดเคส,2026-06-18,ระบบออนไลน์,อุบลราชธานี,บ้านใหม่,บ้านพักเด็กและครอบครัว
SOC00467,1326275584128,ศุภลักษณ์,นิลแก้ว,ชาย,1985-03-17,สตรีและครอบครัว,หนี้สินครัวเรือน,2025-02-13,2025-02-15,จัดหาที่พักชั่วคราว,ประชาชนแจ้งด้วยตนเอง,ปกติ,ติดตามผลและปิดเคส,2025-02-20,สายด่วน พม. 1300,ระยอง,คลองใหม่,บ้านพักเด็กและครอบครัว
SOC00468,7099437880414,ขวัญฤดี,ทองมาก,ชาย,1975-08-05,ผู้ประสบปัญหาทางสังคมทั่วไป,ขาดผู้ดูแล,2024-04-23,2024-04-27,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,เร่งด่วน,ให้คำปรึกษาและปิดเคส,2024-05-09,หน่วยงานส่งต่อ,เชียงใหม่,สันทราย,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00469,4369565420184,ภัทรพล,จำปาแก้ว,หญิง,1961-01-01,ผู้ประสบปัญหาทางสังคมทั่วไป,ว่างงาน,2022-06-04,2022-06-11,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2022-06-20,หน่วยงานส่งต่อ,จันทบุรี,ศรีพัฒนา,บ้านพักเด็กและครอบครัว
SOC00470,2688860530653,ศิวกร,สุทธิวงศ์,หญิง,2008-01-29,เด็กและเยาวชน,ที่อยู่อาศัย,2025-06-16,2025-06-20,ประสานส่งต่อหน่วยงาน,เครือข่ายชุมชนแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2025-06-26,Walk-in,นครสวรรค์,เมือง,บ้านพักเด็กและครอบครัว
SOC00471,4394773336137,นันทนา,พรมศรี,หญิง,2016-05-28,เด็กและเยาวชน,รายได้ไม่เพียงพอ,2025-03-21,2025-04-03,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2025-04-24,หน่วยงานส่งต่อ,สุพรรณบุรี,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00472,5846260039739,อาทิตย์,นาคะ,ชาย,2011-12-10,เด็กและเยาวชน,ปัญหาสุขภาพและการดำรงชีพ,2026-06-08,2026-06-10,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,เร่งด่วน,ให้คำปรึกษาและปิดเคส,2026-06-30,เครือข่ายชุมชน,นนทบุรี,เมืองนนทบุรี,ศูนย์ช่วยเหลือสังคม 1300
SOC00473,2094396151876,เกศรินทร์,พึ่งบุญ,หญิง,1982-11-13,คนพิการ,หนี้สินครัวเรือน,2024-11-30,2024-12-03,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2024-12-31,Walk-in,ขอนแก่น,เมืองขอนแก่น,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00474,5525563112574,ศิริพร,ฤทธิไกร,หญิง,2005-12-21,เด็กและเยาวชน,ประสบเหตุฉุกเฉิน,2024-07-08,2024-07-13,ช่วยเหลือด้านที่อยู่อาศัย,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ติดตามผลและปิดเคส,2024-07-21,หน่วยงานส่งต่อ,นครสวรรค์,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
